entryId	lemma	partOfSpeech
awn4-e75b42ad954c1	سِرًّا	r
awn4-e75b4925fbd88	طَمَرَ	v
awn4-e75b4b5eba931	حجز المرآب	n
awn4-e75b53bd271fd	أورة	n
awn4-e75b5956a8915	مَنْصَارْدِيّ	s
awn4-e75b5c00ccfc6	كعب خنجري	n
awn4-e75b5ddecc835	أسطوانة الفرامل	n
awn4-e75b5fb954e72	عقار مهدئ	n
awn4-e75b62cda103f	شبكية الأجنحة	n
awn4-e75b65cd1ea13	مجموعة المستشارين	n
awn4-e75b680a5f299	قائمة طعام	n
awn4-e75b7a8977c15	بشكل متفجر	r
awn4-e75b82d7daa18	سلة فواكه مجففة	n
awn4-e75b840781f88	قَلْبُ العَقْرَب	n
awn4-e75b857cb481b	ضغط تناضحي	n
awn4-e75b85cea8e79	ورم غضروفي باطني	n
awn4-e75b9cc11c0c3	كرمة المرجان	n
awn4-e75ba02d938fa	قسم قطع الغيار	n
awn4-e75ba65691127	مال قذر	n
awn4-e75bb381e9639	الخط الديوناكري	n
awn4-e75bbd49d5fec	ميزانية تشغيلية	n
awn4-e75bc2b491633	مورشيلا	n
awn4-e75bc543684eb	معطف فراك	n
awn4-e75bc76ad3032	عشى	n
awn4-e75bcd8329ebe	لخمة النسر المرقطة	n
awn4-e75bcfee79d7e	سائق زلاجة الكلاب	n
awn4-e75bf4e629754	في الوقت الحاضر	r
awn4-e75bf57ed0d92	وجبة دسمة	n
awn4-e75bfc923a9eb	جنس أسبيدوفورويدس	n
awn4-e75c02b06eae4	سيف المبارزة (إيبيه)	n
awn4-e75c043ea00bf	مدرج مضاء	n
awn4-e75c096079576	سَقْف الطَّيَرَان	n
awn4-e75c0cb01886b	التهاب الأبهر الروماتيزمي	n
awn4-e75c0db5a23a1	ساحة رسوم المرور	n
awn4-e75c10fbd0eb7	نافخ القوالب الرملية	n
awn4-e75c159470a9a	قناة صدرية	n
awn4-e75c1a6f2557e	فَرْع حَيَوِي	n
awn4-e75c1e4075fa7	نبوغ	n
awn4-e75c34b61fe5c	بيدوفيل	n
awn4-e75c4044a0ccd	ذو الياقات الزرقاء	a
awn4-e75c43caddd8b	مونوفوني	a
awn4-e75c45df33b85	رقصة الحرب	n
awn4-e75c4b26d53ee	قاطع الملابس	n
awn4-e75c58ca489a6	مراسل تلفزيوني	n
awn4-e75c69a44ce4a	ضوء عالٍ	n
awn4-e75c8b34d7165	عقدة الفراشة	n
awn4-e75c8e84acc2f	كلب البحر الشائك	n
awn4-e75c91e081821	ليسيلوما	n
awn4-e75c995f8a4c3	هواء الزفير	n
awn4-e75c9b9d2b2ec	محرر رياضي	n
awn4-e75c9c9db52f5	جنس دراكيولا	n
awn4-e75c9d263bcd4	بلا يد	a
awn4-e75c9f0c6d0ed	الوداع الأخير	n
awn4-e75ca8570e096	بيولوجيا	n
awn4-e75cb2687248c	ركن الآمين	n
awn4-e75cca2a6f4fd	مُتَعَدِّد الأَلْوَان	a
awn4-e75cddda310dc	صوت في البرية	n
awn4-e75ce1dbd27aa	يشغل نفسه	v
awn4-e75ce6fce7298	انعدام الرحم	n
awn4-e75cebb67c3cb	طوبولوجيا النجمة	n
awn4-e75cecd9209b4	طوق الثور	n
awn4-e75ceea434d7d	جدعون مانتيل	n
awn4-e75cf01c625e7	جبلة شفافة	n
awn4-e75cf02c91294	تربة سطحية	n
awn4-e75cf75a908f3	سمكة الطبل الأحمر	n
awn4-e75cf7c9ee658	مدفع إلكتروني	n
awn4-e75d0bca66367	مها	n
awn4-e75d0be4b08af	إكستروبي	a
awn4-e75d1798c91d7	خصر	n
awn4-e75d18e16c053	تفاح إمباير	n
awn4-e75d1aa8e4f81	مهارة الملاحة البحرية	n
awn4-e75d20d742535	صحن حساء	n
awn4-e75d2ccdc8a9d	صورة الوريد	n
awn4-e75d31a3f5dfa	جعة	n
awn4-e75d31d15ee19	حق نزع الملكية	n
awn4-e75d371f47a5a	دودة اللوز	n
awn4-e75d37743925c	حلوب	a
awn4-e75d3fe7e95e9	خشخاش منوم	n
awn4-e75d5a621b1cf	مُضَاء	s
awn4-e75d5e854cbfb	ثلاجة	n
awn4-e75d5f1732b79	فَرَضَ بِصَرَامَةٍ	v
awn4-e75d6aeac31e5	علوي (طابق)	a
awn4-e75d6d6bbaf0f	صحة	n
awn4-e75d748edf7ee	أسماك الرمان	n
awn4-e75d83d1a2c82	إِلَى اللِّقَاء	n
awn4-e75d8648c35e2	نقطة مرجعية	n
awn4-e75d8745d41d7	أداء	n
awn4-e75d92aad953f	اللغة الرومانية	n
awn4-e75dac3ebdf5a	لحاء الخيط الأبيض	n
awn4-e75db52848ada	ريتشارد دويلي كارت	n
awn4-e75db92c48703	تولدي حيوي	a
awn4-e75dbc1df793d	نبذ مركزي	n
awn4-e75dc8f60a1fa	غطاء الجيب	n
awn4-e75dcbe6c9112	بط	n
awn4-e75dce97a074f	قَلَبَ الطَّاوِلَة	v
awn4-e75dd745a1a93	عجلة السنجاب	n
awn4-e75ddc4052cf8	ترقيق المعدن	n
awn4-e75de9026dbab	مريوفيل	n
awn4-e75deb00e39a2	محلف في هيئة صغرى	n
awn4-e75df378b2b09	بج	n
awn4-e75dff7019943	مُشَارَكَة	n
awn4-e75e019d29d04	تولو	n
awn4-e75e0a949f340	لَوَّنَ الصَّوْتَ	v
awn4-e75e0ca33836b	بِشَكْل مُتَنَاسِب	r
awn4-e75e13ddbf29e	دورة تمهيدية	n
awn4-e75e1b734c015	بُطُولِيّ سَاخِر	n
awn4-e75e27867a86f	ستيفن دوغلاس	n
awn4-e75e2be871ce4	قَطَعَ الرَّأْس	v
awn4-e75e38b2545ac	غوث	n
awn4-e75e399571db7	غارقاً في البلل	r
awn4-e75e47f8b75dd	زراعة أعضاء مغايرة	n
awn4-e75e4a4046fc9	درع الحصان	n
awn4-e75e4dde3fa34	يرضع	v
awn4-e75e6572e0177	وَرَّطَ	v
awn4-e75e79f897a16	محطة تضميد	n
awn4-e75e7e89c8533	تيروصور	n
awn4-e75e9481f0bfe	مدى كامل	n
awn4-e75e9c31cd382	عملية تصفية	n
awn4-e75ea427fefff	جوز جندم	n
awn4-e75ea86e60596	مناهض ألفا الأدرينالي	n
awn4-e75eaf2d24620	الجَبَل	n
awn4-e75ec545cc5fc	حَذْفِيّ	s
awn4-e75ec66064f65	روبرت ريدفورد	n
awn4-e75edd44070a5	أَضَافَ عَرَضاً	v
awn4-e75eeee4f6178	مَسِيحِيّ	a
awn4-e75ef1cb59b30	كاتب عمود القيل والقال	n
awn4-e75efd19d62e3	مُفَرَّض بِعُمْق	s
awn4-e75f0cfd10b26	مَصْبُوغ بِالخُزَامِيّ	s
awn4-e75f0f42731dc	بكتيريا قديمة	n
awn4-e75f1537baf7c	شقة متصلة الغرف	n
awn4-e75f18e2e2a68	سلح	v
awn4-e75f1adae5a9f	دافئ	a
awn4-e75f1b320f2ba	لحم بقري مملح	n
awn4-e75f1f410a4de	قلب نابض	n
awn4-e75f2a7c73d88	السماق السام	n
awn4-e75f3771eb777	شَحِيح	s
awn4-e75f399a80e65	زقاقية	n
awn4-e75f4e6e5df97	معهد محاضرات	n
awn4-e75f583ce6f19	أيل فرجينيا	n
awn4-e75f648d961bd	عالم شمولي	n
awn4-e75f76b133a4f	مغلوبون	n
awn4-e75f788a4e42c	مُضَادّ لِلْكُولِين	a
awn4-e75f79ff90c09	ما وراء الطبيعة	n
awn4-e75f81065c569	حافز رياضي	n
awn4-e75f8c3a8f982	بملاحة	r
awn4-e75f99b315d74	إطار بدون أنبوب	n
awn4-e75f9a3f65b78	سطحية	n
awn4-e75f9d016de6d	غير معلن	a
awn4-e75fb4fe8ccf3	صابئة	n
awn4-e75fbeb5aca41	أسماك عظمية	n
awn4-e75fc5d175893	رأسيات القدم	n
awn4-e75fc7bb28898	جنس أوماستريفيس	n
awn4-e75fc90b2b1b5	ألفية ثانية	n
awn4-e75fce86aa2fa	تذكرة اشتراك	n
awn4-e75fd2c781c03	بوردر كولي	n
awn4-e75fd429dd259	سلوك إقليمي	n
awn4-e75fdb1b9b673	نَفْسَانِيّ	s
awn4-e75ff5fdb3ed5	انخرط بحماس	v
awn4-e760105aaff51	ملقح	n
awn4-e760153b3815e	يوم الأمم المتحدة	n
awn4-e760232a5f965	غونغورا	n
awn4-e760237ce1139	شق ضيق	n
awn4-e76026fad47ce	طمأنة	n
awn4-e76031fe169c8	لغة أتسوغيوي	n
awn4-e760439e12a3b	خنفس	n
awn4-e7604f5d29879	سيمونية	n
awn4-e76056ee9fe49	رفيق الدرب	n
awn4-e7606481d4603	إسطبلات محولة	n
awn4-e76068e37ab57	كيس بعشرة دولارات	n
awn4-e7606985215eb	فطام	n
awn4-e760716f86148	مناجاة فردية	n
awn4-e76071724cccf	نظافة صحية	n
awn4-e760726497064	رجال الدين	n
awn4-e76084829e5e1	فِي أَقْصَى القَاع	s
awn4-e7608c6aba0bc	رداء القداس	n
awn4-e76098d4ce9b3	بتوازن	r
awn4-e760a027491ad	مُنَفِّط	s
awn4-e760a30ee9283	ضغط عسكري	n
awn4-e760b25310adb	انتقل	v
awn4-e760b4a7335a0	اجتياحي	a
awn4-e760c171af5a0	مياومة	n
awn4-e760c54a6ff7f	خَدَّاع	s
awn4-e760cab2ff384	مرتاد الحانات	n
awn4-e760d575afc43	بعوض الفطر	n
awn4-e760e0d807862	عدم اتفاق	n
awn4-e760e77ef6379	حبارى	n
awn4-e760ea03b3d62	فِي ذَلِك المَكَان	r
awn4-e760f29daeb7d	جنس يوروفيسيس	n
awn4-e761009f1bb7c	الفصيلة السنتروبومية	n
awn4-e761033d663d0	موريل شائع	n
awn4-e7611d197a046	هولندية بنسلفانيا	n
awn4-e7611fe6de4e9	كونوي	n
awn4-e7611ff885bf3	بوتورو	n
awn4-e761262f2e678	جنس ريجاليكوس	n
awn4-e76136652031e	اعتقال	n
awn4-e76139845e14d	مجمع	n
awn4-e7613ae72746a	أنجليكا	n
awn4-e76158829a55c	ذباب أخضر	n
awn4-e76176e8d729a	الفصيلة الصليبية	n
awn4-e761799342ba9	سيليكا	n
awn4-e76182256a0db	سيلي هام تيرير	n
awn4-e76188032a790	بؤرة وباء	n
awn4-e761897cd2cdc	جنس أليروديس	n
awn4-e7618a33cf7ec	فَسَّرَ لَاهُوتِيًّا	v
awn4-e761948d22b72	جنس بيسيديا	n
awn4-e7619d60037b0	لفحة القصب	n
awn4-e761a938b4374	اسْتَعَانَ بِـ	v
awn4-e761bc5b56df0	متجر بيع الورد	n
awn4-e761bd21fa59e	نيوتيني	n
awn4-e761c0bbb1471	عنب شاردونيه	n
awn4-e761c5da3b96a	مُؤَكَّد	a
awn4-e761cd7dd37f0	بَيْضَاوِيُّ الجَسَد	s
awn4-e761e5e32273f	حركة افتتاحية	n
awn4-e761ede6cc140	طيور الصفارية	n
awn4-e761f2a8ead43	دور جندري	n
awn4-e761f2f290b31	الكنيسة الموحدة	n
awn4-e761f6996aec3	برعم ناشئ	n
awn4-e76201cb99b0c	فونجيا	n
awn4-e7620ead08ef6	معتقد بال	n
awn4-e7621728f53a2	خنزير رضيع	n
awn4-e7621a0ad1845	اسْتَسْلَمَ بِشُرُوط	v
awn4-e7621e12aa7ec	فالويدين	n
awn4-e7621f23514d3	فضة إسترليني	n
awn4-e762361ea4d02	إلزامي	a
awn4-e76253de2a87d	حَجَر نَيْزَكِيّ	n
awn4-e7625ba191b49	نَمُوذَجِيَّة	n
awn4-e7625f1e237b4	تين أزرق	n
awn4-e762620e82f21	سباغيتيني	n
awn4-e76268677bce0	غليان	n
awn4-e762721273a0e	عَارٍ مِنَ الأَشْجَارِ	s
awn4-e7627355778b9	اللغات الملايو بولينيزية	n
awn4-e76276ca6de60	قَلْبِيّ الشَّكْل	s
awn4-e76283c130ee7	سحلية جانبية البقع	n
awn4-e7628b3076b55	رَعَاعِيّ	s
awn4-e7628b8bdad04	ماريني	n
awn4-e76294784d731	مرآة معدنية	n
awn4-e762971d0b298	غرفة الاستراحة	n
awn4-e762a3809d2d3	نَهَبَ	v
awn4-e762ada9b1f83	بحساسية	r
awn4-e762b79cc337d	عقدية غير حالة للدم	n
awn4-e762c3cb6aba7	وضع مشيمة قاعدي	n
awn4-e762c664e14e5	عالم نظرية الأعداد	n
awn4-e762cf69c9980	واين	n
awn4-e762d09374ae6	أَنْكَرَ (قضائياً)	v
awn4-e762d1ad02d04	عداد الأجرة	n
awn4-e762dc0818de0	ثَابِتٌ	s
awn4-e762e376c8ff3	عامل منجم	n
awn4-e762e80432597	كلمة مكتوبة	n
awn4-e762eef48f515	نقش	v
awn4-e762ef3406819	نحات الحجارة	n
awn4-e762f4b001dea	قمح طري	n
awn4-e762ff2504325	رقمة شوكرانية	n
awn4-e763026f3d13d	تشمّس	n
awn4-e763074c67578	كلورات البوتاسيوم	n
awn4-e7631882d0ee0	تاجر رقيق	n
awn4-e76321789ca92	ذُو حَدّ	s
awn4-e7632625cfd97	أزال الامتزاز	v
awn4-e7632e6120fe4	مُكْتَمِل	s
awn4-e76331fbc8ecc	تَعَدُّد الأَبْعَاد	n
awn4-e7633e06d9fff	صلصة الصويا	n
awn4-e763479b7c0d6	إصلاحية عمل	n
awn4-e76348d660e44	ذعر	v
awn4-e763782687216	محسن منظف	n
awn4-e763782bdcd19	فوق فصيلة	n
awn4-e763803b22034	معزز إيجابي	n
awn4-e76386aab610d	شَخْص اجْتِمَاعِيّ	n
awn4-e7638e4a0ae54	مُتَفَرِّغ	s
awn4-e7639f0df57a2	رهاب الرجال	n
awn4-e763a0ca4666a	لَيْلِيّ	s
awn4-e763a2492473a	موسم الهوكي	n
awn4-e763a55111117	أسياً	r
awn4-e763ade43a62a	طاولة اجتماعات	n
awn4-e763b535c0296	الفصيلة اللاتيميرية	n
awn4-e763c48fb8eda	يدافع	v
awn4-e763c7abb27d6	فِي اللَّحَظَات الأَخِيرَة	r
awn4-e763c8a7eaddb	محار الملك	n
awn4-e763d2aab331b	صنوبر أرضي	n
awn4-e763d80cf4a13	الثواني	n
awn4-e763d8ade2242	قَلَّلَ مِنْ شَأْن	v
awn4-e763df4931029	جزر أبيض بري	n
awn4-e763e89e7c9fe	نضح	v
awn4-e763e8bf63e14	محاضرة توضيحية	n
awn4-e763ea2ce4da5	جنس سكليروتينيا	n
awn4-e763fe95b16cb	حيد جبلي حاد	n
awn4-e7641008b7a16	أقحوان أزرق	n
awn4-e764122a8b59b	تعريفة حمائية	n
awn4-e7641c36f2911	تغوط دموي	n
awn4-e7642a2a63944	سَرْجِيّ الشَّكْل	s
awn4-e76430c6fe7c2	رجل الذئب الجبلي	n
awn4-e7643185b3c6a	فطراني	a
awn4-e7645ff659ef5	إيتوني	n
awn4-e7646e14facdb	توضيح المعنى	n
awn4-e764792f489f6	حَمَلَ بِصُعُوبَة	v
awn4-e7647b1ced04a	أَيُون سَالِب	n
awn4-e7647d62bc76a	الثورة الصناعية	n
awn4-e76483f6b7a0c	أكاسيا حلوة	n
awn4-e764849411dce	كوشيت	n
awn4-e764905f06c2b	تلحين	n
awn4-e76495ade97c5	قانون مراقبة الاستخبارات الأجنبية	n
awn4-e76498cf5f261	بيوس السابع	n
awn4-e764b20c1b0af	حمام دم	n
awn4-e764b62866359	جرة	a
awn4-e764b6e668676	مُسْتَحْسَن	s
awn4-e764b8409001a	أَبْيَض الأَزْهَار	s
awn4-e764ba47d4c10	فصيلة الميلودونتيدات	n
awn4-e764c0f2d2354	تطريز متقاطع	n
awn4-e764c2895b15b	طابق سفلي	n
awn4-e764c54c564f3	حربي	a
awn4-e764c7f578329	أليغرو	n
awn4-e764d676bed45	حاجز طريق	n
awn4-e764da0255a70	تشاودر محار نيو إنجلاند	n
awn4-e764dcd7ea466	حقيقة مرة	n
awn4-e764de7c1461e	زراعة التوت البري	n
awn4-e764dfd20c3be	مُنْغَمِس فِي ذَاتِه	s
awn4-e764e4eefb619	هدبيات الأجنحة	n
awn4-e764e6a34942f	جاز تقليدي	n
awn4-e764f222bb52c	أَعَادَ بناء (الأحداث)	v
awn4-e764fae687b48	كوت دو بروفانس	n
awn4-e764fb0537034	صدمة توزيعية	n
awn4-e764fd6a6c43d	نبات صحراوي	n
awn4-e76500a40673c	مُتَسَلِّق	s
awn4-e76501bb10f14	يلتقط	v
awn4-e7650a307a2f0	سماور شاي	n
awn4-e7650f87e09d8	أمريكي جنوبي	n
awn4-e7651a59a529d	من النظرة الأولى	r
awn4-e7651c5376be0	تبادل كلامي	n
awn4-e7652ac88ec1a	عنب بينو	n
awn4-e7652bcf5df0a	سيف المبارزة	n
awn4-e7653ab9ae974	تبرع	v
awn4-e765454f22e7f	عَفِن	s
awn4-e7654aa110f62	جرافيكس	n
awn4-e76553f4424ae	أوليات الذنب	n
awn4-e7655691c9048	عشبة الثقاب	n
awn4-e7656d82cc437	غير قابل للحل	a
awn4-e7656eed061fd	ويلش ريربيت	n
awn4-e7658f8cdc8c1	فريسة سهلة	n
awn4-e7659d35fd84f	كَاوُون	n
awn4-e765a3196dc6d	شكل قمعي	n
awn4-e765b06398101	عامل مسبب للبثور	n
awn4-e765b574726e7	سياسة حافة الهاوية	n
awn4-e765bf22822b8	حليب الشيطان	n
awn4-e765c0ed313b7	غطاء عنق الرحم	n
awn4-e765c2014ac19	هاشيك	n
awn4-e765d14a1e8fd	جون ماكورماك	n
awn4-e765d5e8170c0	وحدة تحكم القرص	n
awn4-e765d835e7876	منشارية خلفية سفلية	n
awn4-e765eb308ecc6	ذُو مَجْلِسَيْن	a
awn4-e765ee75034a8	لكمة قوية	n
awn4-e765f2fcdd667	إكليلية	n
awn4-e765f3d5c48cf	تَصَرُّف	n
awn4-e765f5422f70d	بشكل لا يقاس	r
awn4-e766024a7386f	صمة	n
awn4-e7660f5a0946b	مَائِع	s
awn4-e76626dd2fef9	كعكة الملاك	n
awn4-e7662adea7f44	هيرمان فون هيلمهولتز	n
awn4-e7662e18ae6e8	فشل ذريع	n
awn4-e7664112bf210	رحلة ليلية	n
awn4-e766463b4ec05	تساقط الشعر	n
awn4-e7664cd2da1e0	سطح العمل	n
awn4-e76652393d161	ثُنَائِيُّ التَّسَنُّن	s
awn4-e76661ace48ed	واق	a
awn4-e7666b10232ef	كتب كوداً	v
awn4-e7666f0efcba9	تسمم بالساليسيلات	n
awn4-e76674a6a345e	غَيْر مُمَلَّس	s
awn4-e766756603c4c	سند التزام	n
awn4-e7667b7e340b4	كويدوغ	n
awn4-e766844807ec9	حَكَمَ بِالهَلَاك الأَبَدِيّ	v
awn4-e76689390eee8	زابوديدات	n
awn4-e7668964851b5	غطى بغطاء النعش	v
awn4-e7668bf5b1eec	قارب سباق	n
awn4-e7668feba9942	بيوريتاني	n
awn4-e7669f0446e17	نسخة غير مرخصة	n
awn4-e766a366a0674	كيكتشي	n
awn4-e766b073b1749	هموم	n
awn4-e766b0a704513	تآكلي	a
awn4-e766b27c2e259	خَرَّامة	n
awn4-e766b614ee25f	مُبَاغَتَة	n
awn4-e766b81a4709d	لمفاوي	a
awn4-e766b898147e6	شورت	n
awn4-e766c4f48f207	كرة الروليت	n
awn4-e766c6b4937a0	الحَمَامَة	n
awn4-e766ca55ab813	اختبار الجلد للتدرن	n
awn4-e766cbc608923	الصليب المقدس	n
awn4-e766db9fd54d6	تصنيف الأوكتان	n
awn4-e766ea37eace3	جنس بروسوبيوم	n
awn4-e766ead67b9e3	أنهى خدمة	v
awn4-e766ee1ffc2c9	المؤسسة الفيدرالية للتأمين على الودائع	n
awn4-e766ef191b3d4	قطران معدني	n
awn4-e766f9e47b854	متدثرة حثرية	n
awn4-e76700350998c	حَكَم	n
awn4-e76702b25949f	مثلث منفرج الزاوية	n
awn4-e76709b202ce9	ديونية	n
awn4-e7670b00bd85f	استمد	v
awn4-e7670f7658a01	مُوَاطِن أَصْلِيّ	n
awn4-e76714119389a	جهاز إرسال الصور	n
awn4-e767219650184	بحة	n
awn4-e7672d705e210	إعارة وتأجير	n
awn4-e767337d55330	إجراء اجتماعي	n
awn4-e7673ed9aaab9	دريل	n
awn4-e76740c115a76	فوز بشق الأنفس	n
awn4-e76741eacc485	مهندس فضاء	n
awn4-e767483f73f8d	ضِلْع	n
awn4-e7674d06233d4	خلد نجمي الأنف	n
awn4-e767537a3a265	تَوْزِيعِيّ	a
awn4-e7675781b82c6	عنبية آسية	n
awn4-e767615caa5a1	عراضة	n
awn4-e76763bc72567	معمل حبال	n
awn4-e7676bce525f7	مُعَدَّل التَّنَاقُص	n
awn4-e7676d0ae5f2e	صَفَّرَ اسْتِهْجَاناً	v
awn4-e76773890581d	تَزْكِيَة	n
awn4-e7677726f8a19	حجر صابوني	n
awn4-e767892eec5c2	سرفيل	n
awn4-e7679df16dc1a	طلى بالبيض	v
awn4-e767a1c729425	يوم المحاربين القدامى	n
awn4-e767a256098a9	سوسن أملس	n
awn4-e767b31848258	جنس كورديليس	n
awn4-e767be5c530e1	جنس المنهادن	n
awn4-e767c5b98a3ed	ميلوكاكتوس	n
awn4-e767d2a313cc4	دارويني	n
awn4-e767e57010ea3	جنس بتيلونورينكوس	n
awn4-e767e67845525	داريكون	n
awn4-e767ee22030e7	جلكى	n
awn4-e767fcc848437	أريكة لشخصين	n
awn4-e7681804b1927	صدمة ثقافية	n
awn4-e7681bcf67fa3	خصيوي	a
awn4-e768333d5409f	مُشَاجَرَة	n
awn4-e7683a9cd884e	طائرة استطلاع	n
awn4-e7683ccfb7085	أُمُومِيُّ النَّزْعَة	s
awn4-e7684993e0755	في لمح البصر	r
awn4-e7684ab87831c	عد	n
awn4-e768533a32232	تأنث	v
awn4-e76856126ee0a	ليني	n
awn4-e7686cc400968	كامبيلونيوروم	n
awn4-e768778c543b0	بجر	r
awn4-e76883d21e821	مفصل الرمكة	n
awn4-e7688f688e992	اشْتَقَّ	v
awn4-e768970dc5053	حقن في الأدمة	n
awn4-e76897fc35942	بريليانت بيبل	n
awn4-e7689a57f45fa	بونانزا	n
awn4-e7689af93ddeb	بِغِلْظَة	r
awn4-e7689bfb3c443	عَدِيمُ الإِدْرَاكِ	s
awn4-e768a9b34d0d6	الهلال الخصيب	n
awn4-e768c10563d43	طقوسي	a
awn4-e768c511daede	حبل صوتي	n
awn4-e768d0040f67b	حياة ريفية	n
awn4-e768d78ffd33f	فصيلة المحاريات	n
awn4-e768d7c5db9fd	بَلَّلَ بِغَزَارَة	v
awn4-e768dfec291c1	نبات عصاري	n
awn4-e768e6f4984a8	باكيسيفالوصور	n
awn4-e768ea744aa2b	أسماك الفضية	n
awn4-e768f0dfae4a5	ديون هالكة	n
awn4-e768f374e22db	كُلٌّ أَوْ لَا شَيْء	s
awn4-e769124d37acb	فوسفات	n
awn4-e7691326dcd49	قراب	n
awn4-e7691795cf597	توقيت المنطقة الجبلية	n
awn4-e769190781b44	كورباريل	n
awn4-e7691f2f1965a	مجلة مصقولة	n
awn4-e7692882b4ede	نيوتني	a
awn4-e7692e1cb7a7b	عطلة الربيع	n
awn4-e769308613cf8	مرطبان البسكويت	n
awn4-e7693594cf85a	أسرة الدخلية	n
awn4-e7693da0fa2d4	كَوَى	v
awn4-e7694c3e634ae	تيريزا	n
awn4-e76952513dcb8	مراجحة	n
awn4-e76959ac948f5	إيكاو	n
awn4-e76963ab4fef5	نيكولا بوسان	n
awn4-e769645e02bf3	الأربعمائة	n
awn4-e769662d8705f	متباحث	n
awn4-e76970653f903	تَحَوَّلَ عَكْسِيًّا	v
awn4-e769735c8b1ee	كراهية الأجانب	n
awn4-e769773c20e2b	صادر للمنفعة العامة	v
awn4-e7697774129d5	مُغَطًّى بِالطِّين	s
awn4-e769797f7bb47	قابل للترجمة	a
awn4-e7699f6552886	فصيلة البورمانيات	n
awn4-e769a5902e319	ثَابَرَ	v
awn4-e769ab59d0698	برتقال حامض	n
awn4-e769b40c6ce83	ميكانيكا الموائع	n
awn4-e769b4bc7760c	تسلق بصعوبة	v
awn4-e769c40b43dea	مُتَفَجِّر	a
awn4-e769c71a14e96	بذور الشمر	n
awn4-e769c7aa1ac3a	طريقة السمبلكس	n
awn4-e769d099e1b83	مَشَى بخطوات واسعة	v
awn4-e769d12aa3638	قَرَأَ الشِّفَاه	v
awn4-e769d7ae15221	كافة	a
awn4-e769e4872d97e	كورداليس متسلق	n
